name,symbol,currency,amount,date
"Ultra Clean Holdings, Inc.",UCTT,EUR,-131.52,1596625808000
"CGI Group, Inc.",GIB,IDR,-193.50,1587212337000
"Tilly's, Inc.",TLYS,PHP,178.18,1594353854000
Logitech International S.A.,LOGI,CLP,-37.72,1593268997000
Imax Corporation,IMAX,CNY,-39.36,1593084213000
"Alexion Pharmaceuticals, Inc.",ALXN,IDR,45.87,1602755570000
Conatus Pharmaceuticals Inc.,CNAT,MMK,141.05,1580526966000
"Spectrum Brands Holdings, Inc.",SPB           ,IDR,78.91,1588977514000
Cellectis S.A.,CLLS,KZT,94.36,1597963980000
Altria Group,MO,PHP,-94.65,1587539892000
"Ignyta, Inc.",RXDX,CNY,-187.60,1591857343000
"China Green Agriculture, Inc.",CGA,UAH,-192.33,1603764572000
Ally Financial Inc.,ALLY^A,RUB,36.09,1602894868000
M&T Bank Corporation,MTB^,CNY,80.70,1590028173000
"MercadoLibre, Inc.",MELI,EUR,-136.61,1591621957000
"Otonomy, Inc.",OTIC,EUR,-17.02,1591483582000
"Kona Grill, Inc.",KONA,BRL,36.73,1599969107000
"Tivity Health, Inc.",TVTY,LTL,39.31,1579058619000
Peapack-Gladstone Financial Corporation,PGC,USD,73.68,1608930015000
China Unicom (Hong Kong) Ltd,CHU,USD,4.15,1601610897000
"Fidelity National Financial, Inc.",FNF,CLP,64.25,1607008806000
"PT Telekomunikasi Indonesia, Tbk",TLK,EUR,43.18,1590499097000
"Ringcentral, Inc.",RNG,AMD,-171.32,1584301269000
"Insteel Industries, Inc.",IIIN,MYR,197.04,1590313889000
STRATS Trust,GJO,EUR,-59.12,1587433373000
"Mellanox Technologies, Ltd.",MLNX,COP,-124.07,1597231724000
W.P. Carey Inc.,WPC,PHP,-182.20,1588356700000
Lightbridge Corporation,LTBR,RUB,3.14,1578654289000
"Brown & Brown, Inc.",BRO,BRL,-131.10,1581115079000
iShares 0-5 Year Investment Grade Corporate Bond ETF,SLQD,GMD,188.35,1602889475000
"Western Gas Partners, LP",WES,CNY,42.89,1594228985000
"Chunghwa Telecom Co., Ltd.",CHT,EUR,58.85,1596372205000
"Hawaiian Holdings, Inc.",HA,PHP,-66.32,1605791037000
iStar Financial Inc.,STAR          ,KZT,174.46,1582344603000
SPDR Dorsey Wright Fixed Income Allocation ETF,DWFI,IDR,53.22,1592009094000
WSI Industries Inc.,WSCI,IDR,22.28,1587197536000
"Texas Roadhouse, Inc.",TXRH,RUB,66.62,1602778748000
"MDU Resources Group, Inc.",MDU,SEK,-72.84,1586879617000
FS Investment Corporation,FSIC,RUB,-15.61,1579007626000
"Pure Storage, Inc. ",PSTG,RSD,91.94,1594378019000
Apollo Commercial Real Estate Finance,ARI,IDR,27.39,1579749313000
"Landcadia Holdings, Inc.",LCA,CNY,-34.67,1596092872000
Nuveen Tax-Advantaged Total Return Strategy Fund,JTA,MNT,-104.42,1578087102000
Stewardship Financial Corp,SSFN,CNY,-63.07,1580964279000
"Banc of California, Inc.",BANC,THB,-104.03,1600889009000
"Ruby Tuesday, Inc.",RT,PHP,-186.17,1608723659000
"Energy Transfer Partners, L.P.",ETP,IDR,96.51,1591497283000
"Summit Financial Group, Inc.",SMMF,MXN,-6.62,1579393966000
"USA Compression Partners, LP",USAC,CNY,138.59,1582240683000
"PhaseRx, Inc.",PZRX,EUR,59.05,1598674417000
Ralph Lauren Corporation,RL,PHP,18.28,1592605987000
"Summit Hotel Properties, Inc.",INN^C,BRL,-36.14,1606487665000
"The Travelers Companies, Inc.",TRV,CNY,145.35,1608578549000
Bridgford Foods Corporation,BRID,COP,-45.55,1596202054000
Acadia Realty Trust,AKR,YER,85.99,1588906865000
"Cohen & Steers Infrastructure Fund, Inc",UTF,PLN,99.25,1594048025000
"Cullen/Frost Bankers, Inc.",CFR^A,NOK,-190.07,1603025587000
"China Information Technology, Inc.",CNIT,CNY,-79.15,1598945464000
"Isramco, Inc.",ISRL,COP,74.92,1607865857000
"Duff & Phelps Utility & Corporate Bond Trust, Inc.",DUC,AMD,93.96,1590128787000
"Zogenix, Inc.",ZGNX,GEL,119.85,1596998211000
"Workhorse Group, Inc.",WKHS,PAB,30.48,1602145159000
"Korea Fund, Inc. (The)",KF,PHP,-163.69,1582062325000
"FTD Companies, Inc.",FTD,RUB,152.48,1603452073000
KLX Inc.,KLXI,PLN,-164.18,1586281365000
VictoryShares US Small Cap High Div Volatility Wtd ETF,CSB,CNY,-102.64,1583983749000
Brasilagro Cia Brasileira De Propriedades Agricolas,LND,IDR,166.00,1581198122000
INTL FCStone Inc.,INTL,CNY,191.89,1592667573000
Assured Guaranty Ltd.,AGO^B,JOD,6.95,1600424981000
Essent Group Ltd.,ESNT,JPY,-4.94,1588228261000
Horace Mann Educators Corporation,HMN,CNY,-53.26,1604500989000
"Great Elm Capital Group, Inc. ",GEC,RUB,-161.21,1600808348000
JetBlue Airways Corporation,JBLU,EUR,-194.83,1581130479000
Abbott Laboratories,ABT,UAH,-14.83,1581855807000
Associated Banc-Corp,ASB^C,PHP,160.73,1606386549000
"Anthera Pharmaceuticals, Inc.",ANTH,EUR,-122.85,1587344698000
Chemical Financial Corporation,CHFC,EUR,25.67,1583663120000
Tractor Supply Company,TSCO,MXN,143.64,1591595590000
Gazit-Globe Ltd.,GZT,SEK,185.10,1600521735000
Principal Healthcare Innovators Index ETF,BTEC,THB,48.67,1580307693000
"Atwood Oceanics, Inc.",ATW,BRL,-132.32,1607789321000
Liberty Global plc,LBTYK,RUB,106.74,1605282825000
Morgan Stanley,MS^I,MGA,100.09,1583946226000
"Internationa Flavors & Fragrances, Inc.",IFF,EUR,22.11,1603570273000
F.N.B. Corporation,FNB,MYR,155.21,1604393560000
"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",VLRS,IDR,174.76,1581921234000
"ModusLink Global Solutions, Inc",MLNK,CNY,-65.95,1596947367000
Blackrock New York Municipal Income Quality Trust,BSE,EUR,107.54,1585203900000
"Determine, Inc. ",DTRM,IDR,127.01,1591683153000
Fresenius Medical Care Corporation,FMS,AFN,-119.86,1593955200000
"New York Mortgage Trust, Inc.",NYMTP,LAK,137.49,1600259484000
Cathay General Bancorp,CATYW,NAD,-126.85,1581013507000
"Prudential Financial, Inc.",PJH,IDR,-109.46,1606033576000
Seanergy Maritime Holdings Corp,SHIP,CNY,-195.93,1604319604000
Chicago Bridge & Iron Company N.V.,CBI,CNY,152.58,1583272546000
Weyerhaeuser Company,WY,IDR,153.93,1581933161000
Genie Energy Ltd.,GNE^A,GEL,36.34,1599825795000
The Priceline Group Inc. ,PCLN,IDR,180.79,1578216999000
"Stratasys, Ltd.",SSYS,CNY,198.44,1605109933000
Mastercard Incorporated,MA,BHD,-183.50,1600456434000
Peabody Energy Corporation,BTU,MAD,-38.46,1588593556000
Tutor Perini Corporation,TPC,IDR,-100.00,1596185073000
OFS Capital Corporation,OFS,CNY,140.11,1587138372000
"Stemline Therapeutics, Inc.",STML,UAH,-34.38,1590964900000
PowerShares KBW Property & Casualty Insurance Portfolio,KBWP,SEK,45.80,1604183051000
"Foundation Medicine, Inc.",FMI,AFN,100.48,1600381679000
Actua Corporation,ACTA,RUB,-81.70,1596231677000
Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd,WIA,JPY,-108.68,1581462894000
"Cardiovascular Systems, Inc.",CSII,AZN,-107.95,1601738985000
"Hasbro, Inc.",HAS,BRL,107.48,1585949471000
"MFA Financial, Inc.",MFA,CNY,177.56,1587900512000
EVINE Live Inc.,EVLV,ARS,78.20,1580298510000
The GDL Fund,GDL^B,EUR,-92.38,1597504923000
"Overstock.com, Inc.",OSTK,EUR,115.10,1593529848000
"Cedar Realty Trust, Inc.",CDR^B,IDR,141.05,1592591968000
Asbury Automotive Group Inc,ABG,PEN,-132.33,1599834311000
"Chanticleer Holdings, Inc.",HOTR,JPY,186.51,1597310303000
First Trust Indxx Global Agriculture ETF,FTAG,IDR,-75.08,1591906157000
"Urban One, Inc. ",UONE,CZK,108.60,1587089006000
"Acacia Communications, Inc.",ACIA,EGP,-83.94,1602424269000
"Gaming and Leisure Properties, Inc.",GLPI,CNY,109.35,1598435700000
MPLX LP,MPLX,IDR,9.58,1602944986000
Chimera Investment Corporation,CIM^B,PLN,-190.81,1597187098000
CNA Financial Corporation,CNA,ARS,177.78,1597795219000
Public Storage,PSA^Z,XAF,167.03,1600365123000
Benitec Biopharma Limited,BNTC,PHP,-156.71,1590374910000
"Mitcham Industries, Inc.",MINDP,CNY,-194.61,1601115037000
Legacy Reserves LP,LGCYO,CNY,81.37,1607920895000
"AMERISAFE, Inc.",AMSF,DOP,118.88,1596749341000
Deutsche Bank AG,DB,EUR,23.90,1578524798000
"BioDelivery Sciences International, Inc.",BDSI,EGP,145.44,1598771917000
"Stage Stores, Inc.",SSI,EUR,180.46,1599354614000
Acxiom Corporation,ACXM,IDR,98.82,1582656648000
Timken Steel Corporation,TMST,DKK,-170.13,1607276864000
"MFA Financial, Inc.",MFA,BGN,105.94,1596850334000
Seadrill Partners LLC,SDLP,EUR,-173.16,1593407135000
"Virtus Investment Partners, Inc.",VRTS,EUR,153.19,1580873732000
"Genesee & Wyoming, Inc.",GWR,PLN,-55.67,1595602331000
Mackinac Financial Corporation,MFNC,USD,-141.48,1595675888000
"Carbonite, Inc.",CARB,IDR,34.42,1579759545000
Legacy Reserves LP,LGCY,CNY,-94.47,1587274395000
S&W Seed Company,SANW,IDR,-173.58,1608594591000
Nuveen Ohio Quality Municipal Income Fund,NUO,RUB,-164.69,1604995160000
NetSol Technologies Inc.,NTWK,IDR,7.97,1605634167000
"AppFolio, Inc.",APPF,EUR,87.23,1597794780000
"SciClone Pharmaceuticals, Inc.",SCLN,RUB,57.57,1606050620000
Avenue Income Credit Strategies Fund,ACP,PLN,105.34,1594807742000
KKR Financial Holdings LLC,KFN^,CNY,-140.10,1598167630000
"Shoe Carnival, Inc.",SCVL,IDR,-4.46,1581943671000
Kingold Jewelry Inc.,KGJI,IDR,23.24,1608993825000
Nuveen Build America Bond Opportunity Fund,NBD,CNY,-55.81,1589611969000
"National Oilwell Varco, Inc.",NOV,UAH,124.24,1604228544000
"Momenta Pharmaceuticals, Inc.",MNTA,EUR,31.67,1595964496000
"Leggett & Platt, Incorporated",LEG,RUB,-125.38,1592289068000
Public Storage,PSA^Z,VND,142.41,1600517898000
First Trust NASDAQ Clean Edge Green Energy Index Fund,QCLN,IDR,129.71,1605689199000
"Ennis, Inc.",EBF,CNY,-172.61,1605509744000
Seneca Foods Corp.,SENEA,PHP,122.92,1607079232000
Benitec Biopharma Limited,BNTC,LKR,85.61,1593314791000
Great Elm Capital Corp.,FULLL,PHP,-147.63,1590700243000
"Boston Private Financial Holdings, Inc.",BPFHW,RUB,-75.92,1581526430000
Echelon Corporation,ELON,RUB,-144.92,1586285223000
Nuveen Multi-Market Income Fund,JMM,IDR,-166.05,1588851255000
"Limbach Holdings, Inc.",LMB,CNY,-70.75,1595482659000
McClatchy Company (The),MNI,CAD,-89.42,1599457312000
Qumu Corporation,QUMU,USD,93.59,1606371890000
Immune Pharmaceuticals Inc.,IMNP          ,ZWL,-185.10,1586756684000
"Whole Foods Market, Inc.",WFM,PHP,21.50,1579403766000
Hudbay Minerals Inc.,HBM,CNY,-51.14,1606114050000
First Trust Small Cap Core AlphaDEX Fund,FYX,EUR,-94.22,1585306348000
Anadarko Petroleum Corporation,AEUA,EUR,47.26,1583676289000
"Boston Private Financial Holdings, Inc.",BPFHP,USD,-196.36,1600235708000
Lazard Ltd.,LAZ,MNT,57.36,1602908857000
Calamos Dynamic Convertible & Income Fund,CCD,EUR,188.78,1597463731000
"SMART Global Holdings, Inc.",SGH,EUR,-19.51,1598029675000
WisdomTree Western Asset Unconstrained Bond Fund,UBND,IDR,-3.69,1592382162000
"USANA Health Sciences, Inc.",USNA,CNY,19.62,1602894360000
"TRC Companies, Inc.",TRR,IDR,160.55,1579383337000
MV Oil Trust,MVO,USD,15.49,1601419233000
Grupo Televisa S.A.,TV,CNY,-5.89,1599745729000
Snap-On Incorporated,SNA,CNY,-29.21,1604671608000
Barington/Hilco Acquisition Corp.,BHACR,USD,-161.15,1601277012000
Resolute Forest Products Inc.,RFP,NGN,136.84,1597826980000
"Micronet Enertec Technologies, Inc.",MICTW,RUB,87.65,1581404560000
Integra LifeSciences Holdings Corporation,IART,HNL,-83.42,1588915964000
"Roadrunner Transportation Systems, Inc",RRTS,DOP,-187.13,1607668782000
SL Green Realty Corporation,SLG,BRL,58.54,1585983219000
Navios Maritime Holdings Inc.,NM^G,NPR,146.26,1600055552000
Gentex Corporation,GNTX,CNY,-31.42,1591295852000
"Reven Housing REIT, Inc.",RVEN,HUF,-174.16,1603016419000
The RMR Group Inc.,RMR,EUR,8.54,1605007065000
ClearBridge Energy MLP Fund Inc.,CEM,CNY,83.97,1581948243000
Medley Management Inc.,MDLY,CNY,157.08,1586744009000
Pimco Corporate & Income Stategy Fund,PCN,PHP,-126.17,1578096170000
Genworth Financial Inc,GNW,IDR,181.26,1592238685000
"Collegium Pharmaceutical, Inc.",COLL,CNY,84.72,1580681828000
"FBL Financial Group, Inc.",FFG,EUR,0.54,1586163734000
Pegasystems Inc.,PEGA,KZT,-180.36,1585927528000
"Becton, Dickinson and Company",BDX,UAH,46.66,1585276292000
"bebe stores, inc.",BEBE,EUR,31.78,1597727262000
"SPS Commerce, Inc.",SPSC,CNY,106.10,1582584828000
"Hollysys Automation Technologies, Ltd.",HOLI,RUB,42.37,1599875285000
"Fossil Group, Inc.",FOSL,BRL,150.01,1588498095000
Advanced Accelerator Applications S.A.,AAAP,ARS,47.47,1593129415000
"NeoGenomics, Inc.",NEO,IDR,-116.63,1599216402000
"CBOE Holdings, Inc.",CBOE,VND,-183.36,1607519088000
"Savara, Inc.",SVRA,PLN,-61.76,1592661551000
Western Alliance Bancorporation,WALA,PHP,136.90,1601427637000
Generac Holdlings Inc.,GNRC,PHP,-123.01,1601332982000
Eagle Point Credit Company Inc.,ECC           ,BRL,-112.91,1597867397000
Gorman-Rupp Company (The),GRC,IDR,180.09,1598254984000
Bank of America Corporation,BML^L,CNY,-138.55,1591487471000
"Church & Dwight Company, Inc.",CHD,IDR,137.42,1599186585000
FirstService Corporation,FSV,CNY,196.06,1588920067000
"VASCO Data Security International, Inc.",VDSI,SEK,31.69,1581289465000
"Merrimack Pharmaceuticals, Inc.",MACK,AMD,139.42,1591318617000
West Corporation,WSTC,IDR,-109.16,1580256681000
ORBCOMM Inc.,ORBC,VND,120.36,1584954506000
Jabil Inc.,JBL,MYR,92.17,1596374861000
GCP Applied Technologies Inc.,GCP,CVE,26.27,1595966509000
"ING Group, N.V.",ISF,ZMW,-76.95,1602307339000
Adesto Technologies Corporation,IOTS,COP,-159.73,1591395551000
Navient Corporation,NAVI,IDR,192.37,1578874259000
PowerShares DWA Industrials Momentum Portfolio,PRN,SEK,-69.06,1582724034000
Infosys Limited,INFY,EUR,111.92,1606587522000
Cowen Inc.,COWN,IDR,104.72,1600428376000
"The Navigators Group, Inc.",NAVG,CNY,-171.53,1603478880000
Philip Morris International Inc,PM,PLN,81.69,1591610622000
"Xenith Bankshares, Inc.",XBKS,JPY,171.15,1595632568000
Genie Energy Ltd.,GNE^A,PHP,59.84,1586975135000
Regions Financial Corporation,RF^B,SEK,-9.06,1581041378000
Tekla Healthcare Opportunies Fund,THQ,MUR,1.73,1591698672000
"Cyclacel Pharmaceuticals, Inc.",CYCC,CNY,-152.58,1599857704000
OFG Bancorp,OFG^B,CNY,5.97,1593005794000
R.R. Donnelley & Sons Company,RRD,UGX,-152.29,1590082914000
Zions Bancorporation,ZB^H,PHP,-168.38,1601149163000
Molina Healthcare Inc,MOH,IDR,97.78,1580290243000
Capitol Acquisition Corp. III,CLAC,CZK,192.70,1599724424000
Container Store (The),TCS,IDR,-79.06,1578834451000
"Synthetic Fixed-Income Securities, Inc.",GJR,PHP,-48.75,1600736710000
"Workday, Inc.",WDAY,PHP,-146.07,1605445689000
CBX (Listing Market NYSE Networks AE,CBX,CNY,53.26,1592739643000
"Ardelyx, Inc.",ARDX,AZN,148.66,1590957582000
"Integrated Device Technology, Inc.",IDTI,EUR,165.98,1580908283000
"Home Depot, Inc. (The)",HD,PHP,-27.96,1585256106000
Open Text Corporation,OTEX,IDR,-77.24,1594676567000
Harvest Capital Credit Corporation,HCAPL,IDR,133.28,1588630864000
Ecolab Inc.,ECL,BAM,157.04,1595501522000
Oramed Pharmaceuticals Inc.,ORMP,PYG,102.76,1596713601000
"Biolase, Inc.",BIOL,IDR,138.40,1587738623000
Westwood Holdings Group Inc,WHG,EUR,9.71,1608374553000
Gol Linhas Aereas Inteligentes S.A.,GOL,CNY,-88.95,1582929093000
ENDRA Life Sciences Inc.,NDRAW,CNY,-91.74,1587398354000
Stewart Information Services Corporation,STC,BRL,-163.46,1605675756000
"Momenta Pharmaceuticals, Inc.",MNTA,PEN,-177.13,1587925044000
PIMCO Municipal Income Fund III,PMX,PHP,-160.45,1581973919000
First Trust Small Cap Growth AlphaDEX Fund,FYC,RUB,-40.62,1591643278000
Liberty Global plc,LBTYB,PHP,111.84,1590274716000
"American Financial Group, Inc.",AFGE,TND,197.13,1583506215000
Western Asset Bond Fund,WEA,NIO,-11.65,1593791945000
FutureFuel Corp.,FF,CNY,-198.57,1592148853000
"VistaGen Therapeutics, Inc.",VTGN,SDG,132.79,1588516704000
Costamare Inc.,CMRE,NIO,64.00,1597588277000
CafePress Inc.,PRSS,HRK,164.86,1589103617000
SeaSpine Holdings Corporation,SPNE,CNY,-142.27,1589535097000
"Alimera Sciences, Inc.",ALIM,COP,-35.91,1597591093000
American Homes 4 Rent,AMH^B,THB,-142.77,1578265151000
"Omega Healthcare Investors, Inc.",OHI,PEN,-61.28,1601130961000
"EPAM Systems, Inc.",EPAM,IDR,-99.33,1580861028000
"Plug Power, Inc.",PLUG,XOF,-194.85,1601584103000
Colonial Municipal Income Trust,CMU,RUB,122.73,1591190362000
"Fogo de Chao, Inc.",FOGO,NOK,-158.47,1587143496000
Invesco Municipal Opportunity Trust,VMO,THB,13.53,1594480286000
"Maui Land & Pineapple Company, Inc.",MLP,DKK,-181.18,1606921026000
"Summit Midstream Partners, LP",SMLP,ARS,20.63,1578686578000
Voya Global Equity Dividend and Premium Opportunity Fund,IGD,UAH,77.49,1604680574000
"MainSource Financial Group, Inc.",MSFG,EUR,-95.98,1607751796000
Global X Millennials Thematic ETF,MILN,USD,37.80,1589386339000
Kemper Corporation,KMPR,CNY,160.60,1591771890000
"Kratos Defense & Security Solutions, Inc.",KTOS,PKR,12.24,1592336952000
Qwest Corporation,CTZ,NGN,78.20,1584254382000
"Energy Focus, Inc.",EFOI,CNY,-101.71,1606992356000
AdvanSix Inc.,ASIX,CNY,153.13,1597751172000
TearLab Corporation,TEAR,USD,-4.27,1595554561000
"NextEra Energy, Inc.",NEE^C,BRL,108.48,1582960055000
"Pearson, Plc",PSO,IDR,-136.74,1593730778000
"ModusLink Global Solutions, Inc",MLNK,ETB,-149.66,1591390623000
Cognex Corporation,CGNX,RUB,-131.35,1592745192000
Liberty Interactive Corporation,LVNTB,CNY,3.55,1607072860000
"Preferred Apartment Communities, Inc.",APTS,RUB,-196.63,1606565095000
"PS Business Parks, Inc.",PSB^T,RUB,139.11,1588045330000
"Reata Pharmaceuticals, Inc.",RETA,CNY,192.01,1592427063000
"Smart Sand, Inc.",SND,CNY,33.16,1590960456000
"Acasti Pharma, Inc.",ACST,OMR,77.01,1583158615000
Philip Morris International Inc,PM,ARS,32.02,1606305921000
Enel Generacion Chile S.A.,EOCC,CNY,45.79,1596819206000
Fidelity Nasdaq Composite Index Tracking Stock,ONEQ,CNY,-127.30,1606359877000
Delta Technology Holdings Limited,DELTW,PHP,-66.78,1597075552000
National Beverage Corp.,FIZZ,EUR,-191.41,1584414062000
Nano Dimension Ltd.,NNDM,RUB,-20.85,1581530221000
J P Morgan Chase & Co,JPM^H,RUB,22.09,1603437831000
"Iteris, Inc.",ITI,RUB,159.59,1593319356000
"NTT DOCOMO, Inc",DCM,CNY,54.45,1605064819000
"Wolverine Bancorp, Inc.",WBKC,VND,9.15,1588062064000
Fulton Financial Corporation,FULT,PKR,82.65,1598482936000
International Paper Company,IP,NGN,157.72,1580537330000
Bank of America Corporation,BAC,PHP,-59.75,1586922425000
Atossa Genetics Inc.,ATOS,XCD,138.83,1579067893000
Hess Midstream Partners LP,HESM,CNY,199.49,1604627007000
"DSP Group, Inc.",DSPG,CAD,29.59,1601927379000
"Mannatech, Incorporated",MTEX,COP,146.80,1606852945000
"Reinsurance Group of America, Incorporated",RGA,EUR,179.48,1586329663000
"Summit Hotel Properties, Inc.",INN^B,PEN,107.66,1593870755000
Vanguard Russell 1000 ETF,VONE,EUR,64.09,1580412747000
"Sonoma Pharmaceuticals, Inc.",SNOA,PLN,60.12,1578775808000
"Churchill Downs, Incorporated",CHDN,XOF,93.40,1602285593000
"O'Reilly Automotive, Inc.",ORLY,EUR,118.24,1593214564000
"Lakeland Bancorp, Inc.",LBAI,SEK,-4.31,1608118046000
Presbia PLC,LENS,BRL,-167.79,1587095262000
Arbor Realty Trust,ABR^A,IDR,184.98,1583314495000
Reynolds American Inc,RAI,IQD,101.48,1599712486000
First Trust RBA American Industrial Renaissance ETF,AIRR,JPY,3.84,1603356128000
Citigroup Inc.,C,IDR,-190.89,1597668466000
"Rexford Industrial Realty, Inc.",REXR^A,EUR,-92.08,1591300414000
"Palo Alto Networks, Inc.",PANW,IDR,40.98,1599358406000
Electrum Special Acquisition Corporation,ELECW,CNY,128.82,1609370140000
Chesapeake Utilities Corporation,CPK,IDR,-75.16,1605470803000
First Trust Eurozone AlphaDEX ETF,FEUZ,CNY,36.13,1579384310000
"Fogo de Chao, Inc.",FOGO,EUR,-103.85,1579704325000
"Verifone Systems, Inc.",PAY,PEN,181.98,1592107775000
Autobytel Inc.,ABTL,MNT,-123.94,1593836467000
"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",PAC,COP,-178.58,1602890774000
Wells Fargo & Company,WFE^A,EUR,106.19,1596590288000
"NCI Building Systems, Inc.",NCS,NGN,-185.85,1608950277000
"PrivateBancorp, Inc.",PVTD,CNY,160.66,1601242724000
KLA-Tencor Corporation,KLAC,KZT,-179.52,1599987106000
Peregrine Pharmaceuticals Inc.,PPHMP,PLN,76.04,1593524962000
Vanguard Emerging Markets Government Bond ETF,VWOB,XAF,55.30,1584482554000
Wells Fargo & Company,WFC^O,PHP,117.78,1600421333000
"Level 3 Communications, Inc.",LVLT,BWP,153.50,1585724197000
"Five9, Inc.",FIVN,PKR,-178.91,1589370008000
"Ruth's Hospitality Group, Inc.",RUTH,BRL,107.57,1593451141000
"PIMCO Strategic Income Fund, Inc.",RCS,CNY,-91.09,1589127483000
"Cloudera, Inc.",CLDR,EUR,27.91,1595062901000
Drive Shack Inc.,DS^D,IDR,-192.05,1605954355000
TOP Ships Inc.,TOPS,CAD,157.30,1580866003000
Kopin Corporation,KOPN,VND,-1.07,1607025581000
"Clean Harbors, Inc.",CLH,BAM,175.04,1591826220000
First Foundation Inc.,FFWM,PHP,-133.47,1606412296000
Amedisys Inc,AMED,CNY,51.61,1578563441000
Grupo Televisa S.A.,TV,PLN,-47.77,1583612141000
Gabelli Global Small and Mid Cap Value Trust (The),GGZ^A,ZAR,-193.67,1594581958000
Scorpio Tankers Inc.,SBNB,MXN,-21.35,1583469658000
"Randolph Bancorp, Inc.",RNDB,PLN,192.38,1602108376000
Differential Brands Group Inc.,DFBG,IDR,31.85,1581211995000
Diversified Real Asset Income Fund,DRA,RSD,106.74,1606000292000
iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,IFGL,UAH,194.19,1593670165000
Ryerson Holding Corporation,RYI,PLN,175.53,1598302921000
"Orion Group Holdings, Inc.",ORN,IDR,121.79,1580321088000
"Blackrock MuniEnhanced Fund, Inc.",MEN,EUR,-74.35,1589708704000
Aceto Corporation,ACET,ALL,5.41,1593540284000
TravelCenters of America LLC,TA,CNY,-187.27,1608309568000
Hardinge Inc.,HDNG,IDR,178.44,1588073598000
Nortech Systems Incorporated,NSYS,PLN,66.07,1597300419000
"PRA Group, Inc.",PRAA,BRL,103.41,1603447618000
Equity Commonwealth,EQCO,ZAR,159.24,1581485028000
iStar Financial Inc.,STAR^E,VND,97.48,1579498483000
Fang Holdings Limited,SFUN,IDR,151.24,1578539048000
Kate Spade & Company,KATE,MXN,122.45,1599119989000
Urstadt Biddle Properties Inc.,UBP^G,CAD,-65.73,1586660299000
State Bank Financial Corporation.,STBZ,CNY,178.60,1599277031000
Bed Bath & Beyond Inc.,BBBY,IDR,-59.27,1579657300000
Horizons DAX Germany ETF,DAX,MMK,88.87,1580013796000
